query_id,predicted_attack_id,predicted_technique_name,predicted_score,is_relevant,source_name,source_type,query_text,relevant_attack_ids,relevant_names
Q000113,T1195,Supply Chain Compromise,-4.381772994995117,False,3CX Supply Chain Attack,campaign,"3CX Supply Chain Attack. During the 3CX Supply Chain Attack, AppleJeus leveraged the Chrome vulnerability, CVE-2022-0609, in combination with a Drive-by Compromise website.","[""T1203""]","[""Exploitation for Client Execution""]"
Q000114,T1195,Supply Chain Compromise,-4.118793487548828,False,3CX Supply Chain Attack,campaign,"3CX Supply Chain Attack. During the 3CX Supply Chain Attack, AppleJeus leverages the publicly available open-source project DAVESHELL to convert PE-COFF files to position-independent code to reflectively load the payload into memory.","[""T1620""]","[""Reflective Code Loading""]"
Q000115,T1195.003,Compromise Hardware Supply Chain,-5.90079402923584,False,3CX Supply Chain Attack,campaign,"3CX Supply Chain Attack. During the 3CX Supply Chain Attack, AppleJeus payloads use AES-256 GCM cipher to encrypt data to include ICONICSTEALER and VEILEDSIGNAL.","[""T1027""]","[""Obfuscated Files or Information""]"
Q000116,T1195.002,Compromise Software Supply Chain,-4.264313697814941,False,3CX Supply Chain Attack,campaign,"3CX Supply Chain Attack. During the 3CX Supply Chain Attack, AppleJeus splits functionally across multiple .dll files using export functions, such as DLLGetClassObject, to execute code from an embedded .dll file within another .dll file. AppleJeus has also used DLL search order hijacking via the IKEEXT service, running with LocalSystem privileges, to load the TAXHAUL DLL for persistence.","[""T1574.001""]","[""DLL""]"
Q000117,T1195,Supply Chain Compromise,-4.628986835479736,False,3CX Supply Chain Attack,campaign,"3CX Supply Chain Attack. During the 3CX Supply Chain Attack, AppleJeus uses embedded .dll as apart of a chained delivery mechanism to invoke the COM class factory.","[""T1027.009""]","[""Embedded Payloads""]"
Q000118,T1195,Supply Chain Compromise,-4.010009288787842,False,3CX Supply Chain Attack,campaign,"3CX Supply Chain Attack. During the 3CX Supply Chain Attack, AppleJeus uses the SigFlip tool to inject arbitrary code without affecting or breaking the file's signature.","[""T1055.002""]","[""Portable Executable Injection""]"
Q000119,T1195.003,Compromise Hardware Supply Chain,-6.266626834869385,False,3CX Supply Chain Attack,campaign,"3CX Supply Chain Attack. During the 3CX Supply Chain Attack, AppleJeus's COLDCAT C2 leverages cookie headers to contain data over HTTPS. Cookies also contain hardcoded variables `__tutma` or `__tutmc` in the payload's HTTPS request.","[""T1071.001""]","[""Web Protocols""]"
Q000120,T1195,Supply Chain Compromise,-4.197535514831543,False,3CX Supply Chain Attack,campaign,"3CX Supply Chain Attack. During the 3CX Supply Chain Attack, AppleJeus's VEILEDSIGNAL communication module supports three commands to conduct the following actions: send implant data, execute shellcode, and terminate itself.","[""T1573.001""]","[""Symmetric Cryptography""]"
Q000121,T1195,Supply Chain Compromise,-6.242216110229492,False,3CX Supply Chain Attack,campaign,"3CX Supply Chain Attack. During the 3CX Supply Chain Attack, AppleJeus's VEILEDSIGNAL creates and listens on a Windows named pipe to exchange messages between modules.","[""T1559""]","[""Inter-Process Communication""]"
Q000123,T1195.002,Compromise Software Supply Chain,-2.858701705932617,False,3CX Supply Chain Attack,campaign,"3CX Supply Chain Attack. During the 3CX Supply Chain Attack, AppleJeus's software generates a randomly selected date that is between 1-4 weeks in the future. This timestamp is then checked against the current time of the compromised machine, and the malware will sleep until that time is encountered.","[""T1678""]","[""Delay Execution""]"
Q000125,T1686.001,Cloud Firewall,-6.826202869415283,False,APT28 Nearest Neighbor Campaign,campaign,"APT28 Nearest Neighbor Campaign. During APT28 Nearest Neighbor Campaign, APT28 added rules to a victim's Windows firewall to set up a series of port-forwards allowing traffic to target systems.","[""T1686.003""]","[""Windows Host Firewall""]"
Q000126,T1669,Wi-Fi Networks,-5.804178237915039,False,APT28 Nearest Neighbor Campaign,campaign,"APT28 Nearest Neighbor Campaign. During APT28 Nearest Neighbor Campaign, APT28 collected information on wireless interfaces within range of a compromised system.","[""T1016.002""]","[""Wi-Fi Discovery""]"
